,audio_path,generator_type,emotion_type,time
146,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F005.wav,script,xxx,2.341625
147,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F006.wav,script,ang,4.238
148,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F007.wav,script,xxx,12.4538125
149,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F008.wav,script,xxx,3.347875
150,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F009.wav,script,ang,4.9288125
151,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F010.wav,script,sad,5.1679375
152,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F011.wav,script,sad,6.5506875
153,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F012.wav,script,ang,9.0206875
154,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F013.wav,script,xxx,7.2099375
155,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F014.wav,script,xxx,8.0641875
156,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F015.wav,script,ang,14.02575
157,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F016.wav,script,xxx,2.7249375
158,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F017.wav,script,sad,10.5750625
159,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F018.wav,script,xxx,3.1485625
160,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_F019.wav,script,sad,1.707
161,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M000.wav,script,fru,2.338625
162,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M001.wav,script,neu,3.0159375
163,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M002.wav,script,fru,6.2244375
164,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M003.wav,script,fru,3.812375
165,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M004.wav,script,neu,3.733125
166,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M005.wav,script,neu,1.830875
167,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M006.wav,script,fru,2.92275
168,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M007.wav,script,xxx,2.975875
169,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M008.wav,script,neu,3.3611875
170,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M009.wav,script,fru,5.1945625
171,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M010.wav,script,fru,2.73675
172,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M011.wav,script,fru,1.9263125
173,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M012.wav,script,fru,5.102
174,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M013.wav,script,xxx,3.2238125
175,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M014.wav,script,ang,8.4350625
176,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M015.wav,script,ang,3.57375
177,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M016.wav,script,ang,2.213125
178,./Data/IEMOCAP/Wav/Ses03M_script01_2/Ses03M_script01_2_M017.wav,script,ang,5.991625
179,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F000.wav,script,xxx,1.595
180,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F001.wav,script,xxx,3.735
181,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F002.wav,script,xxx,2.4275
182,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F003.wav,script,exc,2.15
183,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F004.wav,script,exc,3.0649375
184,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F005.wav,script,exc,4.6424375
185,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F006.wav,script,exc,1.79
186,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F007.wav,script,xxx,4.05
187,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F008.wav,script,xxx,3.14
188,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F009.wav,script,xxx,3.7599375
189,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F010.wav,script,xxx,2.5174375
190,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F011.wav,script,xxx,3.0823125
191,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F012.wav,script,xxx,1.4
192,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F013.wav,script,xxx,4.5849375
193,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F014.wav,script,xxx,4.5799375
194,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F015.wav,script,xxx,2.5299375
195,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F016.wav,script,xxx,2.8974375
196,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F017.wav,script,xxx,4.7824375
197,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F018.wav,script,sad,1.9599375
198,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F019.wav,script,xxx,3.34
199,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F020.wav,script,xxx,3.2399375
200,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F021.wav,script,xxx,4.5
201,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F022.wav,script,xxx,5.6899375
202,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F023.wav,script,xxx,2.4674375
203,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F024.wav,script,xxx,5.7124375
204,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F025.wav,script,xxx,6.8674375
205,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F026.wav,script,xxx,3.28
206,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F027.wav,script,xxx,3.8651875
207,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F028.wav,script,xxx,5.4825
208,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F029.wav,script,xxx,5.3
209,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F030.wav,script,xxx,4.1975
210,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_F031.wav,script,xxx,2.335
211,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M000.wav,script,xxx,2.451125
212,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M001.wav,script,xxx,1.36
213,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M002.wav,script,xxx,1.8924375
214,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M003.wav,script,xxx,3.49
215,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M004.wav,script,exc,1.7225
216,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M005.wav,script,xxx,3.8999375
217,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M006.wav,script,exc,1.85
218,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M007.wav,script,xxx,4.1711875
219,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M008.wav,script,xxx,2.2899375
220,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M009.wav,script,xxx,5.5249375
221,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M010.wav,script,xxx,3.56
222,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M011.wav,script,xxx,3.495
223,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M012.wav,script,xxx,8.3048125
224,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M013.wav,script,xxx,5.0399375
225,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M014.wav,script,xxx,6.28
226,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M015.wav,script,xxx,6.8299375
227,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M016.wav,script,xxx,3.73
228,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M017.wav,script,xxx,2.1174375
229,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M018.wav,script,xxx,4.31
230,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M019.wav,script,xxx,5.27
231,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M020.wav,script,xxx,4.23
232,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M021.wav,script,xxx,6.68
233,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M022.wav,script,xxx,4.069125
234,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M023.wav,script,xxx,12.68
235,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M024.wav,script,xxx,7.685
236,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M025.wav,script,xxx,6.4174375
237,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M026.wav,script,xxx,10.5899375
238,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M027.wav,script,xxx,3.09
239,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M028.wav,script,xxx,5.4525
240,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M029.wav,script,xxx,1.3499375
241,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M030.wav,script,xxx,1.1899375
242,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M031.wav,script,xxx,2.74
243,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M032.wav,script,xxx,3.4524375
244,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M033.wav,script,xxx,2.97
245,./Data/IEMOCAP/Wav/Ses03M_script03_1/Ses03M_script03_1_M034.wav,script,xxx,2.5174375
